,Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path,FolderID,Frame Number
32,"190.27811892023345,161.2821467655642","198.67100863326849,157.38738752431908","196.52092959630352,166.93479450389106","195.54989968385215,155.7046297422179","200.94874756809338,164.43268178501947","183.3216804474708,127.30470269941634","170.79301434824902,133.9126337548638","171.28863691634243,214.76679535505838","172.41945829280155,214.87396643968873","138.24528818093384,92.14113418044747","201.72571133268482,192.04061284046693","110.77631018968872,141.11527237354085","156.2546662208171,204.8715193336576","170.61644272859922,216.16740637159532","170.2368525048638,216.66242096303503","193.6821194066148,216.4275747811284","193.08523832684824,215.9905763618677",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\2_154.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,2
33,"189.08545111867704,159.1306237840467","198.25905885214007,155.93537208171207","195.1815570282101,166.23369102626458","194.47273224708172,156.63956104085602","201.86896583171207,164.35870622568095","184.90220695525292,128.3756535749027","170.71168227140078,132.9513314688716","171.41518725680933,214.99230909533074","172.12150413424123,215.1881079766537","181.0227839250973,87.63551039640078","175.1083718385214,85.39032101167315","112.50223431420234,139.02789092898834","115.06435432879377,157.6194370136187","170.78964007782102,215.5984770184825","169.9395367217899,215.89064019941634","193.62759910019454,214.8107368677043","192.8431420233463,214.67100863326849",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\3_157.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,3
34,"190.4483979815175,160.49022677529183","198.1270367217899,155.1871048151751","195.19731882295721,159.59200206712063","194.81867096303503,156.13031979571986","202.26494102626458,163.91480727140078","184.1201665856031,128.57175644455253","171.53264834630352,132.57677225194553","170.77187196011673,214.64185615272373","172.22536174610894,214.96101349708172","141.40462366245137,96.3307089007782","201.7213642996109,191.98625972762648","113.77133238083658,139.19002310311285","157.3981183122568,204.40243494649806","165.5484557392996,215.0264469844358","170.33893178501947,215.39181055447472","193.4229085603113,213.78886490758754","192.66558244163426,213.67090223735408",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\4_160.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,4
35,"190.1379803015564,159.7556237840467","198.25200632295721,154.60203368190662","195.1838065418288,159.65710116731518","194.40059581712063,155.62167132782102","201.7281736381323,163.91737597276264","183.69934034533074,128.6772099951362","170.20665126459144,133.54654061284046","170.67278696498056,215.2024410262646","172.32298759727627,215.08584630350194","141.6344236381323,97.30872294503891","200.95675766050584,192.24246108949416","112.49762129134241,139.83733584630352","117.9662420963035,142.43643604085602","170.42134302042803,215.3102048881323","170.60913180933852,215.72151629377433","192.7416403210117,213.87613995622567","191.8154790856031,213.8127887889105",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\5_163.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,5
36,"189.77225194552528,160.3108432636187","198.0697045233463,155.03140199416342","194.99252188715954,159.88437803988327","191.20766962548637,148.3360438959144","202.33157526750972,163.53284593871595","184.06861016536965,127.47773285505836","171.34311162451363,131.6353964007782","170.98201909046693,215.12755350194553","171.82362597276264,215.05596425097278","141.4651629377432,98.05051526021401","174.68956712062257,82.54489147616732","120.8834964737354,169.3898650291829","156.67491488326849,203.29058244163426","170.2095391536965,215.0021887159533","171.08788302529183,215.30037086575877","193.46145428015564,214.2455465710117","192.76965284533074,213.98528696498056",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\6_166.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,6
37,"190.69731882295721,161.96982915856032","198.6401234192607,156.00413424124514","196.3206012889105,168.04111442120623","193.33383998054475,155.6853872811284","201.6140412208171,163.7779973249027","182.93392813715954,127.32117886673151","171.11942181420233,130.8061618433852","171.55844175583658,214.74734010214007","171.8064810311284,214.74419382295721","140.82587548638134,98.08946376459144","173.85935980058366,81.9920811040856","154.21447896400778,214.88516840953307","158.9047756566148,216.42956590466926","170.26690175097278,215.07204523346303","171.13085177529183,215.56836697470817","193.1515229815175,213.60469357976655","192.09651629377433,213.05385153210116",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\7_169.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,7
38,"191.11569795719845,161.70800401264592","198.7202851410506,156.08209204766538","195.39532161964982,161.2716135700389","193.08007052529183,155.71007113326849","201.5160201848249,163.69747081712063","182.61854024805447,127.22022434338521","171.8104632782101,131.08909897859922","171.4670324659533,215.7356365515564","171.53660019455253,215.19820038910507","202.2481760700389,192.20310980058366","173.78564263132296,80.1380638983463","117.27617339494164,154.20076909046693","155.46811162451363,202.46107429474708","169.77418227140078,214.84951057879377","170.80169321498056,215.18798638132296","193.41544564688715,213.1126276750973","192.92629803015564,212.81233280642024",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\8_172.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,8
39,"189.99352504863813,161.3293865515564","197.96207745622567,155.59910019455253","195.0524987840467,160.64219053988327","193.08426556420233,156.04973249027236","202.2887433122568,163.80486989299612","183.2553349951362,128.4968081225681","182.90910749027236,132.8288849708171","171.58988934824902,215.8829188959144","172.3294473492218,215.47586332684824","202.18756079766538,192.48323504377433","173.72440418287937,80.13503921449417","115.44953793774319,137.29234557392996","155.8782982733463,202.26215953307394","170.7266688959144,213.58770063229574","171.0732915856031,214.55377553501947","193.93087305447472,213.72296023832686","193.25278149319067,213.23805325875486",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\9_175.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,9
40,"24.215449826726655,119.27746534533074","19.24581636065175,124.68509089250973","19.2270906797179,123.7161660992218","88.16365211575875,77.6609770184825","60.92363433244164,71.8723629012646","102.74553137159533,115.58187925583658","56.07752082320039,99.62014378647861","79.81610226167315,61.041369011429964","78.32528270914398,59.631300158073934","100.08404517266537,78.38606517509727","23.582660125851167,159.35139530642024","101.5371625729572,145.91331772859922","93.16697318822958,148.32326118677042","183.53058122568095,167.61138132295721","179.2652298151751,76.95716044503891","191.94959873540856,160.9553137159533","192.0505684581712,142.10609192607004",ClamShells,..\Python\dataset\ClamShells\Clamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\0_111.jpg,datasetClamShellsClamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,0
41,"25.332669625486382,119.36689111138132","19.755692181420233,124.93986350924125","19.452857110286967,123.66959508754864","88.61738509241245,79.25869406614787","60.93045507052529,71.06721181906615","102.52084599951363,115.27114998784047","55.40086180690662,98.62666433608949","80.97081712062257,61.2416593202821","77.95498692850195,60.233523832684824","99.9582472033074,80.25757690904669","33.261000577577825,158.79210238326849","100.59782344357977,146.37802468385215","94.189453125,147.79606943093384","182.11694430933852,168.0801617217899","180.23062074416342,75.17964950145914","184.28533864299612,162.01460663910507","191.62662633754863,142.53933608949416",ClamShells,..\Python\dataset\ClamShells\Clamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\1_114.jpg,datasetClamShellsClamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,1
42,"24.346195206104085,120.16109861381324","88.93373814445525,76.54165400048639","18.9424094114786,124.48882842898833","89.17686040856032,78.6081058487354","61.266396370379375,71.63836028696498","100.6639029061284,115.29204918531128","55.657291160019454,98.67474008998055","90.1981623905642,64.94065387889106","58.16767236138132,65.938343567607","101.1703702577821,80.01744892996109","33.269911235408564,158.81064567120623","95.19233341439688,149.36665552042803","94.02843810797665,147.40977626459144","182.62060736867704,167.46096789883268","178.96279182879377,76.83592990029183","184.51057879377433,162.51466743677042","192.51180994649806,142.1995379377432",ClamShells,..\Python\dataset\ClamShells\Clamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\2_117.jpg,datasetClamShellsClamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,2
43,"25.121937317607003,119.52783773103113","89.4934566512646,76.76317789396887","20.085097732247082,123.6029608463035","90.8601653696498,78.45860438959144","70.97032313959144,77.72787724951363","100.61681511429961,114.92771917558366","55.333448595573934,98.54457228842412","90.15823352383269,64.43513649075875","75.15050462062257,59.44728462427043","102.0170537451362,80.78192637402724","34.81789199294747,158.4075723492218","95.96414457684826,149.67948990758754","92.5044078307393,140.8775383025292","179.56958292801556,168.03714737354085","180.10676070038912,77.0103204036965","182.895640807393,161.9214798151751","191.45519212062257,148.5646127188716",ClamShells,..\Python\dataset\ClamShells\Clamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\3_120.jpg,datasetClamShellsClamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,3
44,"25.966278194917315,118.17505167801556","20.618327456225682,123.45458414396887","21.076593658803503,122.17496808122569","93.66312773589495,77.8746048151751","69.78714737354086,77.66508846060312","102.83420476653697,111.70289700875486","54.66980027966926,100.10109131809338","88.70310980058366,63.68935812864786","74.34362840466926,58.92334554353113","100.90433487354086,80.04760457198444","34.5374247628891,157.7748054474708","99.56102565661479,146.3213460603113","83.28649379863813,154.88573078793775","177.548562135214,87.9745029790856","178.67938351167317,85.91590162937743","193.7806420233463,149.5334995136187","193.23837244649806,147.41302893968873",ClamShells,..\Python\dataset\ClamShells\Clamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\4_123.jpg,datasetClamShellsClamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,4
45,"25.254459128769454,118.57431754620623","20.12320836879864,123.62411083414398","19.79900291828794,122.21995075389106","23.863045659046694,137.68493129863813","69.36873784046692,76.90154578064202","180.2062712791829,101.35672270184826","56.036364603599225,98.7590816512646","88.87792588764592,64.0709432757782","17.24818176982004,168.66695038910507","196.7915400048638,159.80562986381324","33.033913697714006,157.23379742217898","98.02812651994164,152.0270245622568","92.13993342655642,150.64863509241246","180.22581772859922,168.05044686284046","177.33925097276264,166.16353052042803","185.7049489299611,164.05243798638134","183.85484557392996,161.82434034533074",ClamShells,..\Python\dataset\ClamShells\Clamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\5_126.jpg,datasetClamShellsClamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,5
46,"107.13187013618678,96.62123814445525","20.783737004499027,122.03559703307393","22.11682271400778,120.83801222033074","94.02044321498055,84.6196422057393","70.85210207928016,77.2671297422179","99.66509606031128,109.48422300583658","56.7926533621109,99.84979936770428","89.06850376945525,65.15748115272373","70.68378374270428,67.26162755350195","170.72866001945525,168.58309520914398","32.85959159168288,156.21382538910507","96.28770215223736,149.82763861867704","91.89811831225681,149.32105727140078","178.1907982733463,166.2916008025292","175.91372811284046,163.75431663424123","186.99984800583658,166.10017935311285","179.60419199902725,164.28503465466926",ClamShells,..\Python\dataset\ClamShells\Clamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\6_129.jpg,datasetClamShellsClamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,6
47,"106.6961332684825,93.21237384484436","199.69896035992218,129.4454188959144","198.08567910992218,138.9597215466926","100.0893953672179,84.75142114542801","71.50197592412451,79.72416859192607","111.65895549610894,107.49905763618678","56.000877766293776,102.12232490272373","87.57082928015565,62.713593598005836","62.22816603842413,67.42607763861868","157.37884545233464,168.98676130836577","30.74688791950389,150.72394820038912","100.79791616001945,149.50151994163426","93.21151507782102,148.51434824902725","177.5834599951362,168.3518816877432","177.36294686284046,166.21111989299612","182.40628039883268,164.69696923638134","177.29556785019454,167.2051617217899",ClamShells,..\Python\dataset\ClamShells\Clamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\7_132.jpg,datasetClamShellsClamshell Exercise - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,7
