Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path
"194.84555873054475,117.65604480787938","195.64708475194553,112.00965162937743","197.994406614786,112.14456164883269","192.84666828793775,110.27203155398833","200.61633633268482,115.60638071498055","145.12822227626458,93.92199659533074","163.26951605058366,87.21216105301556","153.9255684581712,65.28739056420234","160.2914640077821,152.82435554474708","95.54568184581713,132.5013223492218","183.56698382782102,106.09265564202335","141.08186405642024,103.61981699902724","145.10452638618676,102.79515746595331","206.89229693579767,31.056982611867706","212.78445707684824,30.703142099343385","202.23820525291828,62.60931420233463","204.74518178501947,62.44808639348249",ClamShells,..\Python\dataset\ClamShells\CLAM EXERCISE EXPLAINED _ TrainLikeaBallerina.mkv_4_flipped\103.jpg
"194.62311527237355,114.58725224951363","193.72811284046693,111.8195753283074","197.16550644455253,112.28184277723736","191.13608037451363,109.16122020914398","200.03276994163426,113.28043683122569","180.47311223249028,120.1004301434825","198.1014561040856,127.7121534533074","95.80350954523347,182.5718932392996","174.325328307393,150.19098066634243","127.63226532101167,125.21675887645914","192.2524319066148,129.03441147859922","140.05097884241246,155.91702638618676","190.5765442607004,173.33830860894943","127.67059824902724,226.27833171206225","213.92157101167317,27.980305356274318","122.63430204280156,125.89414366488327","204.14372568093387,71.92512767509727",ClamShells,..\Python\dataset\ClamShells\CLAM EXERCISE EXPLAINED _ TrainLikeaBallerina.mkv_4_flipped\115.jpg
"194.83681906614785,111.41843993190662","194.978249635214,110.31290278453308","198.3143239299611,111.6062059216926","193.49065235894943,109.58732064688716","180.73159350680933,104.05541707198444","158.21377979085602,109.97960238326849","198.58412876945525,127.92426130836576","97.30024167071984,181.87997020914398","173.4066755836576,150.37731031128405","160.6220969114786,80.29900291828794","179.95300340466926,103.2878769455253","124.67271096789884,129.94256140564204","142.43981031128405,98.97119710603113","127.13174094114787,224.58283681906616","176.5526811770428,221.88293409533074","128.29369832198444,126.21381778939688","130.3709113570039,126.22697288424125",ClamShells,..\Python\dataset\ClamShells\CLAM EXERCISE EXPLAINED _ TrainLikeaBallerina.mkv_4_flipped\121.jpg
"193.7650778210117,114.21924398103113","194.06449112354085,111.26283590710116","197.21852200875486,112.55494589007782","191.4153848492218,110.967640442607","200.47343142023345,114.93359375","186.60110651750972,123.53326392266537","199.17424610894943,130.18819917315176","97.72473857003891,182.82286600194553","172.98958839980546,150.63740272373542","143.15760274805447,94.75608736624514","144.8978903210117,94.52412907344358","113.55414792071984,215.1697622811284","193.9459204766537,172.1295598249027","126.53604541585604,224.860484557393","162.5618920233463,224.89301130836577","95.72926039640078,130.51554900291828","126.17412451361868,126.19920355058366",ClamShells,..\Python\dataset\ClamShells\CLAM EXERCISE EXPLAINED _ TrainLikeaBallerina.mkv_4_flipped\109.jpg
"189.7720391536965,109.41237536478599","154.53369710603113,88.46085390321012","194.9582928015564,112.64579280155642","146.52313351167317,87.53302073200389","200.33194005350194,110.84442637402724","125.82863418044747,103.1411797786965","193.9042436770428,129.09884180447472","148.56760700389106,148.5861502918288","177.69149744649806,149.59378039883268","91.59626550340467,127.69633086089495","188.96685007295721,123.19048668531128","137.62752310311285,159.36241488326849","162.1430569066148,163.71736685311285","128.62533438715954,224.98461819066148","164.4517570525292,223.75746291342412","97.7247689688716,146.7848370622568","97.62433122568093,146.9203398589494",ClamShells,..\Python\dataset\ClamShells\CLAM EXERCISE EXPLAINED _ TrainLikeaBallerina.mkv_4_flipped\127.jpg
"52.288317728599225,189.81417193579767","48.154258876459146,188.6075814688716","52.636635153210115,182.91540004863813","43.821562651994164,194.06234800583658","58.04084083171206,177.70654486867704","45.111559916099225,217.1233432636187","80.64209174367704,184.88959143968873","47.43704781736381,241.49037876945525","66.37167132782102,236.5713460603113","105.36809946498055,222.68221060311285","106.68707441634241,223.08972215466926","42.5224875364786,245.40035262645915","125.829500547179,164.29657101167317","79.319202942607,211.81795659046693","95.80386673151752,148.02482064688715","191.9119497811284,161.24110834143968","191.7715679717899,160.81715102140078",ClamShells,..\Python\dataset\ClamShells\Clam Shells (single step) Exercise for Hips.mkv_0_flipped\22.jpg
"54.31399714250973,189.17079584143968","47.987038697714006,189.08479754377433","52.46533773103113,183.34657709143968","42.51836469479572,194.67251337548637","58.073097793044745,177.4631262159533","45.81231000729572,214.0598553015564","81.40755714980544,183.4272859922179","59.72139849829767,236.01635457198444","67.22669169503891,235.75937803988327","105.66629681420234,221.6730909533074","107.07132326118678,222.15451726653697","42.3315828672179,246.6816178258755","127.93170902237354,179.70589129377433","79.30452030642023,215.12702152237355","81.6105909533074,214.79980848735408","188.06704462548637,172.81087366245137","100.29355392752919,222.53413788910507",ClamShells,..\Python\dataset\ClamShells\Clam Shells (single step) Exercise for Hips.mkv_0_flipped\28.jpg
"53.635677589980546,190.10174489299612","47.484667588764594,189.65074781128405","53.08560691269455,184.21102869649806","42.47019774440662,194.30309156128405","57.86703170598249,177.81917254377433","43.668044747081716,216.60151690175098","80.64314810311284,184.3625212791829","34.76322729207198,245.14489603599222","66.66023224708171,236.21805082684824","193.95821680447472,195.1652784533074","60.7046563411965,254.54660141050584","123.46440296692607,182.58621108949416","121.87886065175097,166.11402602140078","79.2200951483463,214.14637037937743","181.25282709143968,124.66061983219845","190.18038667315176,168.74919443093384","192.47177468385215,175.94254620622567",ClamShells,..\Python\dataset\ClamShells\Clam Shells (single step) Exercise for Hips.mkv_0_flipped\34.jpg
"53.50365925948444,189.61627553501947","47.324100954523345,188.73484618190662","53.10240986746109,183.4214798151751","41.64587259849222,194.63294929474708","58.70305660262646,178.35311284046693","44.2406029608463,216.420765442607","80.36912542558366,185.407937135214","33.01412785749027,245.25408864299612","66.87350285749028,236.0276629377432","196.0995561770428,189.38057818579767","60.33817941391051,254.8429596303502","118.4585359922179,199.09861381322958","120.75958323200389,167.12702152237355","78.29130441391051,214.76109557392996","131.3863235651751,190.18658803501947","193.44192303015564,178.02336150291828","193.53825693093384,176.82689384727627",ClamShells,..\Python\dataset\ClamShells\Clam Shells (single step) Exercise for Hips.mkv_0_flipped\40.jpg
"52.38758891658561,189.3953520184825","48.24685372081712,190.5065965466926","50.5449750729572,183.5991913910506","43.094251580739304,194.54844053988327","58.20264241853113,177.41781675583658","46.49696771643969,214.22692728599222","81.94345817120623,183.02229754377433","34.09625410384241,243.80108523832686","67.88468202821012,235.84964737354085","56.47829903331712,249.9741609922179","109.01618737840467,222.90662998540856","118.84816543044747,197.61107733463035","124.41112141293775,180.47131870136187","78.37392844114787,213.80842655642024","81.99483979815176,213.19879316634243","195.70336819066148,181.50390625","195.9829006566148,180.9443093385214",ClamShells,..\Python\dataset\ClamShells\Clam Shells (single step) Exercise for Hips.mkv_0_flipped\46.jpg
"97.38821589250973,94.38569278939688","82.87327486624514,96.82013770671206","98.35951179474708,88.65953307392996","59.82508511673152,106.8202061040856","103.64685676070039,85.48014956225681","73.55485469357977,116.5073641172179","108.51964524562257,103.77738174854086","80.31708262402724,143.97299063715954","103.38665035262646,143.78397069552528","98.57676465223736,60.946266263375485","100.36418561527238,61.96416357611868","79.78824173151752,168.62097215466926","98.27936527237354,167.63609557392996","92.80969570768482,222.40773954280155","112.94172543774319,223.23966439688715","161.25509180447472,129.1778635700389","166.80923212548637,130.09358280642024",ClamShells,..\Python\dataset\ClamShells\CLAM EXERCISE EXPLAINED _ TrainLikeaBallerina.mkv_4_original\115.jpg
"61.823063594357976,118.63823109192607","60.92067424610895,108.26415065661479","61.195099708171206,115.83127887889106","59.97394060068093,112.58535232247083","65.92177620379377,108.84099130593385","76.29476988083658,113.23476258511673","118.9108706225681,100.27584660749028","64.90222215466926,152.95728964007782","101.45165825632296,141.7909928258755","66.8972519455253,128.10910141050584","71.89238053258755,128.43829036964982","94.65373449659533,170.66781675583658","82.39588399805447,168.53588582198444","80.39398407101167,209.18438411964982","95.95633967655642,180.99278027723736","160.90010943579767,136.64901507782102","162.90670598249028,138.95200024319067",ClamShells,..\Python\dataset\ClamShells\CLAM EXERCISE EXPLAINED _ TrainLikeaBallerina.mkv_4_original\103.jpg
"56.86929641901751,111.71501094357977","55.74371504134241,108.96802042801556","56.49096014713035,107.10398680690662","58.57103447227627,110.6335800705253","62.91495926556421,107.94145184824903","59.70521871960117,123.09848461819067","108.20219783560312,103.44828398589495","64.02200875486382,152.98042315175098","99.15865910749028,143.46590770914398","99.1355559946498,60.984694187743195","99.39902267752919,62.304037724951364","92.32012250729572,171.54366792315176","103.82067728599222,169.52665977626458","93.63261490758755,223.6047543774319","129.0963339007782,223.5606760700389","163.0957867217899,130.7680569066148","165.1671479815175,130.58689506322958",ClamShells,..\Python\dataset\ClamShells\CLAM EXERCISE EXPLAINED _ TrainLikeaBallerina.mkv_4_original\109.jpg
"57.46559612110895,112.3986502918288","58.81091926070039,108.7598188229572","58.29696239664397,109.23696650048639","57.756239360408564,110.64948625972762","61.922752766293776,107.5797361381323","53.39488843628405,126.23442059824903","72.29116001945525,114.39412846546693","101.73945920476653,144.0118251459144","95.5318807757782,141.52647738326849","64.65947987597276,127.55436831225681","71.33528392509727,128.18608645428014","95.7923607733463,168.06401994163426","79.49455860894942,169.10692789396887","80.8779030885214,211.90638679474708","114.52722215466926,223.07485712548637","160.6098005836576,139.4642965710117","162.30520428015564,142.5406432392996",ClamShells,..\Python\dataset\ClamShells\CLAM EXERCISE EXPLAINED _ TrainLikeaBallerina.mkv_4_original\127.jpg
"63.05206180082685,117.05759818822958","59.54148680690662,109.72693488570039","59.64255912572957,106.68936952821012","57.49889424246109,110.80008967655642","61.18580146522373,104.17575845087549","49.7993829036965,128.5068093385214","114.74578976167315,105.19127705496109","79.97789244892996,144.39027541342412","99.31500030398833,144.0236502918288","67.64694795719845,125.94650565418289","153.27681177042803,120.83043531128405","79.88313928745136,170.32663545719845","101.81667983949417,168.60777906128405","92.70472093871595,222.23600133754863","113.92260457198444,222.8391597762646","163.5288484922179,130.36018056906616","166.2405763618677,130.61315965466926",ClamShells,..\Python\dataset\ClamShells\CLAM EXERCISE EXPLAINED _ TrainLikeaBallerina.mkv_4_original\121.jpg
"201.63852748054475,187.4467412451362","201.99765928988327,179.34408438715954","206.9410110651751,189.06818458171207","193.57581468871595,177.04322714007782","206.4350984922179,195.1005137402724","174.0291372811284,176.93795598249028","211.61559156128405,219.31996291342412","150.068047786965,147.03853052042803","151.28026203793775,148.2906736381323","154.3657131566148,222.84723066634243","153.41772555933852,222.24516658560313","129.95504012645915,157.9236989299611","169.31158803501947,158.36322045233464","158.84706347276264,146.9501459143969","164.19924914883268,146.86809946498056","155.91315053501947,225.7549398103113","155.60449598735408,221.67608523832686",ClamShells,..\Python\dataset\ClamShells\Clam Shells (single step) Exercise for Hips.mkv_0_original\22.jpg
"202.35825024319067,187.46118069066148","202.78822653210116,181.7417923151751","206.9699659533074,188.0495196984436","193.3540704036965,178.69467412451363","207.8499817607004,194.94838278210116","173.7774501459144,177.97454097762648","213.4093354815175,217.4473948200389","151.08709265564204,145.3806997811284","154.74539457684824,147.38378526264592","154.75177833171207,222.18175462062257","155.59571072470817,222.64945586089493","142.33032891536965,156.9126337548638","169.73940600680933,157.2701848249027","174.16090102140078,201.95513132295721","162.7935767266537,147.90705556906616","57.2536440600681,175.46958596789884","54.07396795963035,179.12846546692606",ClamShells,..\Python\dataset\ClamShells\Clam Shells (single step) Exercise for Hips.mkv_0_original\34.jpg
"202.72916160019454,188.56997811284046","202.6166403210117,180.310235286965","206.17141901750972,188.85165369649806","193.21110469357976,176.33266962548637","206.79003526264592,194.1274775048638","173.05964250972764,176.94099586575877","168.90009423638134,188.43716561284046","146.64120257782102,148.2565965466926","136.29082563229574,154.6515229815175","154.82078368190662,222.35829584143968","175.93594965953307,234.63816269455253","131.65945707684824,159.22560493677042","142.5208991974708,168.25661174610894","174.53067242217898,201.87496960116732","162.09951057879377,148.20756322957197","63.32574629134241,167.12759910019454","63.20360758146887,168.27846850680933",ClamShells,..\Python\dataset\ClamShells\Clam Shells (single step) Exercise for Hips.mkv_0_original\28.jpg
"203.0532891536965,188.06391354571986","202.5321467655642,184.22753526264592","205.28808973735408,187.69554049124514","193.14749513618676,175.47213946984436","207.444202942607,193.4130137402724","172.50151994163426,178.55994649805447","212.08271522373542,217.5532131566148","162.38664275291828,207.42540126459144","160.57774501459144,208.93205860894943","156.2463825389105,224.4038180933852","154.81856456712063,222.5126459143969","144.0580921692607,155.7058152966926","168.3742856274319,156.65640199416342","175.45847519455253,202.88504681420233","161.02225194552528,199.4707259241245","171.57376276750972,226.81911174610894","171.49908803501947,225.88177893968873",ClamShells,..\Python\dataset\ClamShells\Clam Shells (single step) Exercise for Hips.mkv_0_original\46.jpg
